PJ File ,activities,personal information,compliment,relationship,reframing,communicative desensitization,isolation,approach
solepleaser.txt,1,2,0,0,2,7,1,3
southbayguy310.txt,5,16,0,0,2,59,0,8
spaki786.txt,0,2,0,1,1,23,1,2
SpecialGuy29.txt,0,2,1,1,1,22,0,0
sphinx_56_02.txt,0,1,0,0,0,0,0,0
spongebob_giantdick.txt,1,3,0,0,0,65,0,0
sst83.txt,0,12,3,0,1,38,0,11
stephentanner69.txt,3,97,4,0,14,59,5,0
steven_duncil78.txt,2,6,1,0,2,65,1,1
steve_steve875.txt,1,2,0,0,6,63,1,1
stoned_party.txt,5,61,0,1,6,29,1,13
strega_num _7.txt,1,7,0,0,13,53,0,0
strongman5577.txt,1,2,0,0,0,24,0,0
stylelisticgrooves.txt,1,3,2,0,0,32,0,2
sugardavis.txt,1,6,0,1,1,21,1,1
sunrise_sunset66.txt,2,17,0,0,7,29,2,1
sweet_jason002.txt,0,10,0,0,1,10,0,5
swgamaleyess.txt,3,30,7,0,49,247,6,3
tafatiw2006.txt,6,21,0,0,11,29,1,1
tennisboy213.txt,6,37,1,1,7,99,6,9
terubble33.txt,10,24,3,0,8,37,0,1
texassailor04.txt,4,7,0,0,2,4,0,0
thomascoffen.txt,0,0,0,0,10,41,1,1
tim46107.txt,1,14,9,8,14,21,6,9
tim_myers3.txt,0,2,0,0,4,23,2,0
tmceach2000.txt,0,7,0,1,1,36,0,1
toddgetrdone.txt,9,19,2,0,10,63,0,1
tofast4yall2003.txt,2,7,0,0,3,16,2,2
trianglelover.txt,0,13,0,0,7,9,1,0
Truesweetguy69.txt,0,2,0,0,0,12,1,3
trying _2b_normal.txt,2,4,0,0,0,0,1,0
tucsftcoach.txt,0,5,2,1,0,45,0,1
tunnels12000.txt,5,5,2,1,11,74,0,0
usnavyrules2005.txt,0,9,1,0,0,15,0,0
usta_tennis.txt,0,31,0,0,9,29,0,1
vamale _692005.txt,5,11,2,0,11,112,4,1
va_breitling.txt,1,2,0,0,1,12,1,0
vipper _131.txt,3,4,0,1,2,28,0,0
warreng68.txt,1,2,0,0,0,10,1,0
WBSooner.txt,0,6,0,0,2,24,1,0
WebDev2.txt,0,0,0,0,0,1,0,1
welfare_isforwhitefolks.txt,0,2,0,0,0,4,0,0
wellhungnwky.txt,3,0,1,0,2,15,2,0
wesleybrannen82.txt,2,6,0,0,3,298,0,0
westwoodkush.txt,0,3,0,0,0,5,0,0
whittierlacumandbig.txt,3,2,0,0,0,140,1,1
whittierwannado.txt,1,0,1,0,1,5,0,1
wi11s_atm.txt,0,8,0,0,0,4,0,3
wocket2003.txt,0,0,0,0,3,15,1,0
WrghtrAlcm.txt,4,13,0,0,6,16,2,3
Wulfker_Dragonslayer.txt,1,25,3,1,15,217,5,4
x_cums_in_the_night_x.txt,0,5,1,0,2,458,0,1
your_lil_nene.txt,0,17,0,0,1,53,0,0
zavior01.txt,5,1,1,0,3,13,0,0
