label	predict	scores
-1	-1	-2.53955
-1	-1	-2.07849
-1	-1	-0.996383
-1	-1	-2.50595
-1	-1	-1.9227
-1	-1	-1.6893
-1	-1	-2.55435
-1	-1	-2.64994
-1	-1	-2.02727
-1	-1	-1.72438
-1	-1	-2.18204
-1	-1	-1.52927
-1	-1	-1.35408
-1	-1	-2.09921
-1	-1	-2.31678
-1	-1	-2.34954
-1	-1	-1.06804
-1	-1	-2.78948
-1	-1	-1.56372
-1	-1	-1.31419
-1	-1	-2.1012
-1	-1	-2.489
-1	-1	-2.85315
-1	-1	-2.18261
-1	-1	-1.1874
-1	-1	-1.53511
-1	-1	-2.73126
-1	-1	-1.53065
-1	-1	-1.44094
-1	-1	-1.60732
-1	-1	-2.52334
-1	-1	-3.49307
-1	-1	-2.69636
-1	-1	-2.52347
-1	-1	-1.75426
-1	-1	-1.89726
-1	-1	-2.67826
-1	-1	-1.08795
-1	-1	-2.46802
-1	-1	-3.24322
-1	-1	-2.1307
-1	-1	-2.25069
-1	-1	-2.36918
-1	-1	-1.42073
-1	-1	-1.58275
-1	-1	-1.63808
-1	-1	-2.2896
-1	-1	-2.31927
-1	-1	-1.48725
-1	-1	-2.61302
-1	-1	-2.17755
-1	-1	-2.47983
-1	-1	-2.34353
-1	-1	-0.965792
-1	-1	-2.41185
-1	-1	-1.8956
-1	-1	-2.65041
-1	-1	-1.55376
-1	-1	-2.9353
-1	-1	-1.285
-1	-1	-1.47446
-1	-1	-2.95189
-1	-1	-2.33336
-1	-1	-2.14658
-1	-1	-1.02259
-1	-1	-1.48427
-1	-1	-2.29097
-1	-1	-2.03221
-1	-1	-2.12125
-1	-1	-0.898609
-1	-1	-2.13663
-1	-1	-2.45969
-1	-1	-1.97809
-1	-1	-2.29969
-1	-1	-2.84137
-1	-1	-2.05624
-1	1	0.0743239
-1	-1	-2.13399
-1	-1	-1.94147
-1	-1	-2.86937
-1	-1	-2.13399
-1	-1	-2.11059
-1	-1	-2.26701
-1	-1	-1.54886
-1	-1	-2.80951
-1	-1	-1.37729
-1	-1	-2.12468
-1	-1	-1.21522
-1	-1	-2.22621
-1	-1	-1.79403
-1	-1	-2.70673
-1	-1	-1.74047
-1	-1	-1.92179
-1	-1	-0.923117
-1	-1	-1.81959
-1	-1	-2.03359
-1	-1	-3.09623
-1	-1	-1.53818
-1	-1	-1.76321
-1	-1	-2.42008
-1	-1	-2.29069
-1	-1	-1.15279
-1	-1	-2.19838
-1	-1	-1.482
-1	-1	-0.91745
-1	-1	-2.31275
-1	-1	-2.38664
-1	-1	-2.84137
-1	-1	-2.4005
-1	-1	-1.38577
-1	-1	-0.786683
-1	-1	-2.58562
-1	-1	-2.47247
-1	-1	-1.72404
-1	-1	-1.33973
-1	-1	-1.18457
-1	-1	-1.91592
-1	-1	-3.39272
-1	-1	-2.27355
-1	-1	-2.10008
-1	-1	-1.82874
-1	-1	-2.678
-1	-1	-2.65053
-1	-1	-2.596
-1	-1	-2.14017
-1	-1	-2.68708
-1	-1	-2.49907
-1	-1	-1.68338
-1	-1	-2.83864
-1	-1	-2.20674
-1	-1	-2.43796
-1	-1	-0.948055
-1	-1	-1.6436
-1	-1	-2.39083
-1	-1	-2.46802
-1	-1	-2.31623
-1	-1	-2.46997
-1	-1	-1.22476
-1	-1	-2.70498
-1	-1	-2.72972
-1	-1	-2.27627
-1	-1	-1.77485
-1	-1	-2.69636
-1	-1	-1.55909
-1	-1	-1.93451
-1	-1	-2.10329
-1	-1	-1.33401
-1	-1	-2.83823
-1	-1	-2.00242
-1	-1	-2.46021
-1	-1	-1.29712
-1	-1	-1.44388
-1	-1	-2.20391
-1	-1	-1.61711
-1	-1	-2.72381
-1	-1	-2.40596
-1	-1	-3.27314
-1	-1	-2.14925
-1	-1	-2.7612
-1	-1	-2.97416
-1	-1	-3.12117
-1	-1	-2.30281
-1	-1	-1.45566
-1	-1	-2.46802
-1	-1	-2.64315
-1	-1	-2.64315
-1	-1	-1.58353
-1	-1	-1.91453
-1	-1	-2.66299
-1	-1	-2.76782
-1	-1	-2.40078
-1	-1	-2.87844
-1	-1	-2.32407
-1	-1	-2.57166
-1	-1	-2.10947
-1	-1	-1.66415
-1	-1	-2.16596
-1	-1	-1.74039
-1	-1	-2.50713
-1	-1	-2.43185
-1	-1	-1.37312
-1	-1	-2.47075
-1	-1	-1.93814
-1	-1	-2.20044
-1	-1	-1.6596
-1	-1	-1.49601
-1	1	0.125637
-1	-1	-1.83851
-1	-1	-2.44254
-1	-1	-1.84948
-1	-1	-2.005
-1	-1	-0.213858
-1	-1	-2.62057
-1	-1	-2.4178
-1	-1	-1.29894
-1	-1	-2.45695
-1	-1	-2.38023
-1	-1	-2.41185
-1	-1	-2.48832
-1	-1	-0.457263
-1	-1	-2.47248
-1	-1	-2.11878
-1	-1	-2.3249
-1	-1	-1.13339
-1	-1	-2.67604
-1	-1	-1.8246
-1	-1	-2.56874
-1	-1	-2.12996
-1	-1	-2.22711
-1	-1	-2.36576
-1	-1	-1.55531
-1	-1	-2.18204
-1	-1	-2.06765
-1	-1	-1.49486
-1	-1	-2.69636
-1	-1	-1.8375
-1	-1	-3.416
-1	-1	-1.115
-1	-1	-2.54339
-1	-1	-2.85422
-1	-1	-2.4289
-1	-1	-1.81314
-1	-1	-0.896988
-1	-1	-2.57634
-1	-1	-3.32699
-1	-1	-2.75186
-1	-1	-1.44008
-1	-1	-1.95086
-1	-1	-1.93725
-1	-1	-2.80798
-1	-1	-3.11774
-1	-1	-2.21729
-1	-1	-1.115
-1	-1	-1.83543
-1	-1	-2.10339
-1	-1	-2.60637
-1	-1	-2.25069
-1	-1	-2.15047
-1	-1	-1.62663
-1	-1	-1.94962
-1	-1	-2.9616
-1	-1	-1.51912
-1	-1	-2.68341
-1	-1	-2.2353
-1	-1	-2.2005
-1	-1	-1.30325
-1	-1	-2.08611
-1	-1	-1.72519
-1	-1	-2.0864
-1	-1	-2.19436
-1	-1	-1.75253
-1	-1	-1.60897
-1	-1	-2.44725
-1	-1	-2.44175
-1	-1	-2.04962
-1	-1	-2.11553
-1	-1	-2.05817
-1	-1	-2.44162
-1	-1	-1.67539
-1	-1	-2.46903
-1	-1	-2.07067
-1	-1	-2.60104
-1	-1	-2.49011
-1	-1	-1.92439
-1	-1	-2.44014
-1	-1	-1.482
-1	-1	-2.36918
-1	-1	-1.37984
-1	-1	-2.04514
-1	-1	-1.8349
-1	-1	-1.45566
-1	-1	-2.47321
-1	-1	-1.75092
-1	-1	-1.97127
-1	-1	-1.98882
-1	-1	-2.84054
-1	-1	-1.87383
-1	-1	-2.02327
-1	-1	-2.5299
-1	-1	-2.34424
-1	-1	-1.87572
-1	-1	-1.17683
-1	-1	-2.62483
-1	-1	-1.74009
-1	-1	-1.72613
-1	-1	-3.18661
-1	-1	-2.24522
-1	-1	-2.2896
-1	-1	-2.04622
-1	-1	-1.73691
-1	-1	-2.12963
-1	-1	-1.93458
-1	-1	-1.96848
-1	-1	-2.55833
-1	-1	-0.851949
-1	-1	-2.05533
-1	-1	-2.09921
-1	-1	-2.6449
-1	-1	-1.88523
-1	-1	-1.69045
-1	-1	-2.8629
-1	-1	-2.93009
-1	-1	-1.25473
-1	-1	-1.6568
-1	-1	-1.87224
-1	-1	-1.79254
-1	-1	-1.85168
-1	-1	-0.68715
-1	-1	-2.24964
-1	-1	-1.97414
-1	-1	-1.4918
-1	-1	-1.6596
-1	-1	-1.95744
-1	-1	-2.74131
-1	-1	-2.03521
-1	-1	-1.95255
-1	-1	-1.44367
-1	-1	-1.41992
-1	-1	-2.52652
-1	-1	-1.29306
-1	-1	-2.77792
-1	-1	-3.21122
-1	-1	-1.98231
-1	-1	-1.22463
-1	-1	-2.39111
-1	-1	-1.48197
-1	-1	-1.35079
-1	-1	-1.21522
-1	-1	-2.41072
-1	-1	-2.81257
-1	-1	-2.01219
-1	-1	-2.51389
-1	-1	-2.53236
-1	-1	-2.67225
-1	-1	-2.27638
-1	-1	-3.05207
-1	-1	-0.870738
-1	-1	-1.64092
-1	-1	-2.41605
-1	-1	-2.61827
-1	-1	-1.67646
-1	-1	-2.04741
-1	-1	-2.43956
-1	-1	-1.76321
-1	-1	-2.12468
-1	-1	-2.3191
-1	-1	-1.81959
-1	-1	-1.94272
-1	-1	-1.39286
-1	-1	-2.61719
-1	-1	-2.20612
-1	-1	-2.37499
-1	-1	-2.38023
-1	-1	-1.32667
-1	-1	-2.16017
-1	-1	-2.17151
-1	-1	-1.88555
-1	-1	-2.06855
-1	-1	-2.55201
-1	-1	-2.56173
-1	-1	-2.8633
-1	-1	-0.330152
-1	-1	-2.61627
-1	-1	-1.92635
-1	-1	-2.7527
-1	-1	-2.02727
-1	-1	-2.47836
-1	-1	-2.29685
-1	-1	-1.69846
-1	-1	-2.74992
-1	-1	-2.21377
-1	-1	-1.95038
-1	-1	-1.90401
-1	-1	-1.887
-1	-1	-2.52788
-1	-1	-2.49011
-1	-1	-1.68598
-1	-1	-2.11872
-1	-1	-2.94855
-1	-1	-1.86642
-1	-1	-2.44997
-1	-1	-2.12468
-1	-1	-2.65304
-1	-1	-2.13705
-1	-1	-1.35883
-1	-1	-2.05221
-1	-1	-2.45537
-1	-1	-2.61769
-1	-1	-2.08659
-1	-1	-2.00242
-1	-1	-1.44635
-1	-1	-1.94925
-1	-1	-1.92067
-1	-1	-2.77486
-1	-1	-1.6221
-1	-1	-2.36876
-1	-1	-2.04182
-1	-1	-2.46102
-1	-1	-2.23802
-1	-1	-2.98463
-1	-1	-2.09302
-1	-1	-1.82238
-1	-1	-2.44742
-1	-1	-1.87492
-1	-1	-1.43455
-1	-1	-1.74982
-1	-1	-1.75092
-1	-1	-2.15953
-1	-1	-2.09385
-1	-1	-2.0202
-1	-1	-1.5552
-1	-1	-1.25067
-1	-1	-1.80943
-1	-1	-2.33336
-1	-1	-1.85901
-1	-1	-2.61455
-1	-1	-2.38664
-1	-1	-2.23455
-1	-1	-2.55831
-1	-1	-1.86121
-1	-1	-1.67336
-1	-1	-2.48921
-1	-1	-2.23168
-1	-1	-2.10482
-1	-1	-2.92003
-1	-1	-1.41197
-1	-1	-1.95164
-1	-1	-2.96525
-1	-1	-1.64742
-1	-1	-1.48804
-1	-1	-2.49857
-1	-1	-1.82054
-1	-1	-1.90833
-1	-1	-2.27871
-1	-1	-2.39462
-1	-1	-1.86836
-1	-1	-2.57342
-1	-1	-2.04238
-1	-1	-1.85032
-1	-1	-1.64406
-1	-1	-1.02106
-1	-1	-2.74253
-1	-1	-1.57222
-1	-1	-0.681978
-1	-1	-1.73872
-1	-1	-1.82312
-1	-1	-0.996179
-1	-1	-2.46427
-1	-1	-2.29999
-1	-1	-2.22427
-1	-1	-2.68847
-1	-1	-2.3149
-1	-1	-1.20996
-1	-1	-2.56173
-1	-1	-1.95327
-1	-1	-1.24012
-1	-1	-1.33531
-1	-1	-2.04447
-1	-1	-1.68504
-1	-1	-2.78153
-1	-1	-2.67602
-1	-1	-2.04737
-1	-1	-2.02695
-1	-1	-2.74211
-1	-1	-1.77271
-1	-1	-1.74103
-1	-1	-1.61164
-1	-1	-2.51582
-1	-1	-2.33499
-1	-1	-3.07823
-1	-1	-2.48768
-1	-1	-2.58555
-1	-1	-1.46994
-1	-1	-2.08222
-1	-1	-2.01185
-1	-1	-1.25458
-1	-1	-2.08611
-1	-1	-2.04357
-1	-1	-1.65113
-1	-1	-2.0972
-1	-1	-2.79105
-1	-1	-2.09837
-1	-1	-1.42852
-1	-1	-2.79105
-1	-1	-2.06923
-1	-1	-2.65986
-1	-1	-2.67143
-1	-1	-1.84412
-1	-1	-2.02669
-1	-1	-1.77464
-1	-1	-2.51486
-1	-1	-1.02144
-1	-1	-2.51751
-1	-1	-1.9907
-1	-1	-1.609
-1	-1	-2.4122
-1	-1	-2.06312
-1	-1	-2.02052
-1	-1	-2.69782
-1	-1	-2.20124
-1	-1	-1.99381
-1	-1	-2.36731
-1	-1	-2.02886
-1	-1	-2.01219
-1	-1	-2.96815
-1	-1	-2.55482
-1	-1	-2.87983
-1	-1	-2.84859
-1	-1	-2.31263
-1	-1	-1.64132
-1	-1	-2.69063
-1	-1	-1.48004
-1	-1	-2.88817
-1	-1	-2.14916
-1	-1	-1.70287
-1	-1	-2.24106
-1	-1	-2.98654
-1	-1	-1.61957
-1	-1	-2.83799
-1	-1	-1.95164
-1	-1	-2.10339
-1	-1	-1.84548
-1	-1	-2.3937
-1	-1	-2.21233
-1	-1	-2.18536
-1	-1	-0.638318
-1	-1	-2.60158
-1	-1	-0.655733
-1	-1	-2.11878
-1	-1	-1.97667
-1	-1	-2.54863
-1	-1	-0.858341
-1	-1	-1.90833
-1	-1	-2.69045
-1	-1	-2.57036
-1	-1	-2.15863
-1	-1	-2.31818
-1	-1	-1.89381
-1	-1	-2.73126
-1	-1	-2.36978
-1	-1	-1.33842
-1	-1	-2.04908
-1	-1	-1.78319
-1	-1	-2.17229
-1	-1	-1.30325
-1	-1	-1.76917
-1	-1	-2.73232
-1	-1	-2.06328
-1	-1	-1.94884
-1	-1	-2.39715
-1	-1	-2.46366
-1	-1	-2.21913
-1	-1	-1.92515
-1	-1	-2.55901
-1	-1	-1.85663
-1	-1	-2.19317
-1	-1	-2.06668
-1	-1	-1.85398
-1	-1	-2.44841
-1	-1	-1.57726
-1	-1	-1.90327
-1	-1	-1.73278
-1	-1	-1.53337
-1	-1	-2.01917
-1	-1	-1.49832
-1	-1	-2.0027
-1	-1	-3.22818
-1	-1	-1.98891
-1	-1	-2.24255
-1	-1	-2.81065
-1	-1	-1.55261
-1	-1	-3.39272
-1	-1	-2.00204
-1	-1	-1.87031
-1	-1	-2.31464
-1	-1	-1.87492
-1	-1	-2.83296
-1	-1	-1.13185
-1	-1	-2.50866
-1	-1	-1.82899
-1	-1	-1.42725
-1	-1	-2.50558
-1	-1	-2.44341
-1	-1	-1.46861
-1	-1	-2.90376
-1	-1	-1.38525
-1	-1	-1.80261
-1	-1	-0.921113
-1	-1	-2.64389
-1	-1	-2.39111
-1	-1	-2.859
-1	-1	-2.20514
-1	-1	-2.09378
-1	-1	-1.70733
-1	-1	-1.09536
-1	-1	-1.35058
-1	-1	-2.56814
-1	-1	-2.26865
-1	-1	-0.839811
-1	-1	-2.1467
-1	-1	-2.20044
-1	-1	-1.03464
-1	-1	-1.1874
-1	-1	-2.47872
-1	-1	-2.39226
-1	-1	-2.38725
-1	-1	-2.29518
-1	-1	-2.11758
-1	-1	-2.45537
-1	-1	-3.05123
-1	-1	-1.85032
-1	-1	-2.12468
-1	-1	-2.9177
-1	-1	-1.92557
-1	-1	-1.96382
-1	-1	-2.34349
-1	-1	-1.90588
-1	-1	-2.26807
-1	-1	-2.02472
-1	-1	-2.08806
-1	-1	-2.39359
-1	-1	-2.48631
-1	-1	-2.2949
-1	-1	-2.55513
-1	-1	-2.09273
-1	-1	-1.54622
-1	-1	-2.019
-1	-1	-2.41956
-1	-1	-2.43337
-1	1	0.125637
-1	-1	-3.16445
-1	-1	-2.43803
-1	-1	-2.3937
-1	-1	-2.6462
-1	-1	-1.85856
-1	-1	-2.24875
-1	-1	-2.10744
-1	-1	-1.66798
-1	-1	-1.95037
-1	-1	-2.35305
-1	-1	-1.63808
-1	-1	-2.55146
-1	-1	-2.67623
-1	-1	-2.32724
-1	-1	-2.78251
-1	-1	-2.34349
-1	-1	-2.38886
-1	-1	-1.54293
-1	-1	-2.59473
-1	-1	-2.16366
-1	-1	-2.70673
-1	-1	-2.80904
-1	-1	-1.46861
-1	-1	-1.57755
-1	-1	-1.64059
-1	-1	-1.36948
-1	-1	-1.95419
-1	-1	-2.97369
-1	-1	-1.90989
-1	-1	-2.02052
-1	-1	-1.67714
-1	-1	-2.65194
-1	-1	-2.70835
-1	-1	-2.40596
-1	-1	-2.07456
-1	-1	-1.46305
-1	-1	-2.00283
-1	-1	-2.33893
-1	-1	-2.9562
-1	-1	-2.43234
-1	-1	-1.78846
-1	-1	-1.65577
-1	-1	-0.982087
-1	-1	-2.6166
-1	-1	-2.48659
-1	-1	-2.96518
-1	-1	-1.84755
-1	-1	-1.89199
-1	-1	-2.60448
-1	-1	-1.35861
-1	-1	-2.33784
-1	-1	-1.59502
-1	-1	-1.80309
-1	-1	-3.0185
-1	-1	-1.92426
-1	-1	-1.49358
-1	-1	-1.37115
-1	-1	-0.25782
-1	-1	-2.41185
-1	-1	-1.5118
-1	-1	-2.14107
-1	-1	-3.44666
-1	-1	-1.6436
-1	-1	-1.5033
-1	-1	-1.35907
-1	-1	-2.20612
-1	-1	-1.83727
-1	-1	-1.71224
-1	-1	-1.10701
-1	-1	-2.0027
-1	-1	-1.90461
-1	-1	-0.197456
-1	-1	-2.34421
-1	-1	-2.91706
-1	-1	-2.46882
-1	-1	-3.24322
-1	-1	-3.22818
-1	-1	-2.52355
-1	-1	-2.77792
-1	-1	-2.85248
-1	-1	-2.26336
-1	-1	-2.35564
-1	-1	-1.63123
-1	-1	-2.46922
-1	-1	-2.17755
-1	-1	-2.76425
-1	-1	-1.99624
-1	-1	-1.50564
-1	-1	-1.35217
-1	-1	-1.68329
-1	-1	-1.68222
-1	-1	-2.06587
-1	-1	-1.93074
-1	-1	-1.32349
-1	-1	-2.6449
-1	-1	-2.38083
-1	-1	-1.86248
-1	-1	-0.779291
-1	-1	-1.7475
-1	-1	-2.05221
-1	-1	-2.14044
-1	-1	-2.44213
-1	-1	-1.74009
-1	-1	-2.90341
-1	-1	-1.75676
-1	-1	-2.00204
-1	-1	-2.07226
-1	-1	-2.42271
-1	-1	-1.12162
-1	-1	-2.75298
-1	-1	-1.85718
-1	-1	-2.79105
-1	-1	-1.91446
-1	-1	-1.2991
-1	-1	-1.85458
-1	-1	-2.70338
-1	-1	-3.1431
-1	-1	-2.34421
-1	-1	-0.889432
-1	-1	-1.35749
-1	-1	-2.98665
-1	-1	-2.67339
-1	-1	-2.04429
-1	-1	-1.72438
-1	-1	-1.67462
-1	-1	-2.46137
-1	-1	-2.36524
-1	-1	-1.9207
-1	-1	-2.17227
-1	-1	-2.24273
-1	-1	-3.02972
-1	-1	-2.83836
-1	-1	-1.57158
-1	-1	-2.57899
-1	-1	-1.66644
-1	-1	-1.18144
-1	-1	-2.20514
-1	-1	-2.11553
-1	-1	-2.2005
-1	-1	-2.54809
-1	-1	-1.87682
-1	-1	-1.51772
-1	-1	-2.46218
-1	-1	-2.26424
-1	-1	-2.30029
-1	-1	-1.80405
-1	-1	-2.16976
-1	-1	-1.4379
-1	-1	-1.23788
-1	-1	-2.70673
-1	-1	-1.31861
-1	-1	-1.33413
-1	-1	-2.70835
-1	-1	-1.44635
-1	-1	-1.23008
-1	-1	-1.43123
-1	-1	-1.96355
-1	-1	-2.00204
-1	-1	-3.09138
-1	-1	-2.4372
-1	-1	-1.91446
-1	-1	-2.73216
-1	-1	-1.59565
-1	-1	-2.55513
-1	-1	-2.12972
-1	-1	-2.04318
-1	-1	-2.78368
-1	-1	-0.852278
-1	-1	-1.52786
-1	-1	-2.67288
-1	-1	-1.58296
-1	-1	-1.20262
-1	-1	-1.5532
-1	-1	-2.11872
-1	-1	-1.08665
-1	-1	-2.05817
-1	-1	-2.596
-1	-1	-2.27165
-1	-1	-2.79867
-1	-1	-2.01185
-1	-1	-2.47983
-1	-1	-2.83129
-1	-1	-1.70155
-1	-1	-2.33756
-1	-1	-1.08763
-1	-1	-1.6522
-1	-1	-2.08527
-1	-1	-2.29129
-1	-1	-2.31624
-1	-1	-2.22388
-1	-1	-2.36524
-1	-1	-2.69281
-1	-1	-2.06808
-1	-1	-1.96726
-1	-1	-1.2499
-1	-1	-2.11417
-1	-1	-2.45373
-1	-1	-2.49522
-1	-1	-2.51496
-1	-1	-1.58561
-1	-1	-2.60637
-1	-1	-1.87492
-1	-1	-2.69636
-1	-1	-1.55216
-1	-1	-2.28836
-1	-1	-2.58215
-1	-1	-1.47828
-1	-1	-1.97591
-1	-1	-0.87705
-1	-1	-2.21702
-1	-1	-2.70498
-1	-1	-2.51175
-1	-1	-1.4704
-1	-1	-2.72064
-1	-1	-1.79881
-1	-1	-2.32527
-1	-1	-3.24322
-1	-1	-2.2353
-1	-1	-2.16738
-1	-1	-2.90245
-1	-1	-1.23673
-1	-1	-0.753789
-1	-1	-2.79297
-1	-1	-1.52786
-1	-1	-1.19105
-1	-1	-2.22119
-1	-1	-2.41458
-1	-1	-1.57938
-1	-1	-1.21082
-1	-1	-1.48757
-1	-1	-1.55556
-1	-1	-2.44404
-1	-1	-2.32738
-1	-1	-2.4917
-1	-1	-2.75616
-1	-1	-2.07231
-1	-1	-2.66912
-1	-1	-1.13185
-1	-1	-1.54293
-1	-1	-1.87113
-1	-1	-1.81904
-1	-1	-2.46957
-1	-1	-2.14772
-1	-1	-0.445282
-1	-1	-2.85363
-1	-1	-2.03677
-1	-1	-2.55901
-1	-1	-1.66011
-1	-1	-2.31464
-1	-1	-2.80951
-1	-1	-0.165137
-1	-1	-1.97852
-1	-1	-1.30545
-1	-1	-2.54651
-1	-1	-3.24016
-1	-1	-1.87747
-1	-1	-2.47219
-1	-1	-2.60158
-1	-1	-1.86139
-1	-1	-1.57134
-1	-1	-1.75578
-1	-1	-1.36328
-1	-1	-2.47052
-1	-1	-2.66809
-1	-1	-2.46102
-1	-1	-1.87417
-1	-1	-2.7527
-1	-1	-1.74865
-1	-1	-3.04552
-1	-1	-1.68504
-1	-1	-1.78603
-1	-1	-2.11859
-1	-1	-1.77256
-1	-1	-0.824631
-1	-1	-1.47397
-1	-1	-2.31464
-1	-1	-2.44213
-1	-1	-1.74377
-1	-1	-2.71127
-1	-1	-2.06624
-1	-1	-2.41185
-1	-1	-2.53115
-1	-1	-3.16948
-1	-1	-2.20356
-1	-1	-1.54895
-1	-1	-1.99607
-1	-1	-2.9106
-1	-1	-2.0033
-1	-1	-1.49319
-1	-1	-2.89509
-1	-1	-0.779291
-1	-1	-2.53986
-1	-1	-2.58653
-1	-1	-2.11078
-1	-1	-2.64328
-1	-1	-0.825982
-1	-1	-1.95974
-1	-1	-1.84841
-1	-1	-2.36067
-1	-1	-1.67539
-1	-1	-1.05701
-1	-1	-1.18676
-1	-1	-1.68463
-1	-1	-2.00109
-1	-1	-2.15528
-1	-1	-2.62218
-1	-1	-1.96218
-1	-1	-1.88859
-1	-1	-1.72091
-1	-1	-2.37913
-1	-1	-1.02259
-1	-1	-2.54651
-1	-1	-2.52841
-1	-1	-1.48562
